RS73278076436469452645	61478341P	115.14	CHF
ES5643056944669015895516	25605636N	225.72	GBP
Ninety nine rocks
VG4064KZ1023011179745755	45820675Y	743.61	DKK
RO33ZPAVO2BG1ZC8UHN2ZTAN	09651809C	USD	594.67

MR6642901340725320676709130	41656686Y	DKK	187.2
	811.92	RUB
FI5863104861846787	72652162S	552.58	
Ninety nine rocks
MC987944106826B9BN6WA3QT157	11713644C	205.16	RUB
UA074704912616944389906174725	33964464L	323.22	RUB
HR4850788821598398500	34712164N	405.33	SEK
IE92ZGTS39160560652552	82288442P	569.09	CHF

FO8410656999415744	53072757G	EUR	409.75

	EUR	
KW80QLLEQ6JGXNI84EU5IFJSWMCJ08	01216279Q	344.1	GBP
LT352161628775605252	52141397Y	USD	204.76
LB727383DAVS6MXT5L9CROS8UEUZ	39806689Z	238.88	CHF
FR4380461715659NWC070CZ6G58	90028562F	EUR	
ES4718187575330891239993	61478341P	EUR	375.39

CZ0277706812138182328590	32775503C	GBP	509.04

CZ7031956314160953199870	28744101N	312.79	DKK
GT392716ANETYSFICAVN0ZTRPZ3Q	21211380K		EUR
HU49663162407651895112051847	49284913F	DKK	222.24
ME49140146493717009212	32775503C	911.63	RUB
DE09062364227116961150	46585803Q	EUR	535.34
		172.61
IL757354520133364453852	55103783S	582.83	RUB
TR6389231PIDVKBEWMNZGSGERM	39670968Q		SEK
ES1359823640102827616922	08899412E		334.93
PL09657112501393580868416806	80518308T	116.21	CHF
BA073428119991458265	45820675Y	655.96	DKK
Ninety nine rocks
A63CTUIO4PSMW41K03T6LO9HD0	09893687P	671.88	DKK
SK1869924870144967819542	57926790W	200.94	SEK
LB117881AYRJ3PAE7OLX1S8KY9XX	72652162S	USD	911.01
MC842659327688NQYJW0V4CHU32	53597542K		USD

IE63LFMV23097240688740	73364721B	USD	800.54
FR682539276248I8ZTO8DOJPN36	52141397Y	93.83	RUB

AZ98MLTUT3LUOXZG36AWZRCNC8L0	28744101N	SEK	

IR171391265758083409634677	53597542K	SEK	955.09
MC148366787383U6KBXX8ERM167	65092468F	RUB	
IL055091996124285266508	09651809C		GBP
LT352161628775605252	52141397Y	EUR	887.17
IL883543164433395339809	25605636N	SEK	764.39

AL4456909000GSUDO7J539MIJH1L	48974836Q	RUB	55.95
	RUB	403.35
UA761330313560969297851033726	33964464L	69.25	RUB
ES5643056944669015895516	25605636N	DKK	16.34
SE4072059930724762036425	46585803Q		EUR
AD562291377791JAUCEU6WEV	73364721B	USD	831.25
QA50TIBVV8D03D6XB0O0LHISHXK05	55103783S		EUR
FR765595701119MOEGZPV5KXN70	68959267T	SEK	
AD2206695671VH1ZHCJ41WML	34712164N	332.65	SEK
MR9765784658715364589276794	46431533F	EUR	125.48

FR6886408378912CSCX6FNQDF88	46431533F	USD	74.65
ME16982539287692129889	39806689Z	RUB	7.86
ME16982539287692129889	39806689Z	211.65	SEK
Ninety nine rocks
IR978633059983370222138180	02669410F	GBP	865.0

MD358F69VEV6FZO01VOURO61	53072757G	CHF	721.71
SA916624X9GG21M3UBMKVPVX	39670968Q	99.28	EUR
IR176571293272654756861852	49284913F	423.31	DKK
GT95XJQPLCNFLN4A5ENS375WUA0N	49284913F	EUR	122.79
DO41OE1F71300090297196859317	53072757G	224.63	GBP
GE69NB5057725923884251	68879644A	GB	933.96
BA384377280747809071	28047910P	798.5	USD
		USD
Ninety nine rocks
BH45AGIJDDMI1S7IVMPBYX	72652162S	253.65	USD
MU05VA7ICT54ZRE969EE52P89NDSB4	39806689Z	812.02	GBP
BA073428119991458265	45820675Y	435.94	GBP
	USD	225.86
	DKK	327.18
RO65KGTHSTLS31I6TW9Q4TX9	39670968Q		USD
	SEK	666.77
SA0994KFNAPS164YU9OOP574	57926790W	366.65	USD

Ninety nine rocks
XK663155587271893003	01216279Q	282.67	GBP
PT78461997729158096512493	56304499Q	808.71	USD
	924.37	SEK
EE709201509112700888	55103783S	623.54	EUR
ES1651349876073379785110	25605636N	EUR	98.33
SK7685939604189549058799	15449763L	CHF	159.23
ES5401017366906132602799	65092468F	91.14	EUR
SE4072059930724762036425	46585803Q	315.32	GBP
ES5401017366906132602799	65092468F		GBP
SK1489672683589923153342	21211380K	EUR	227.05
BA384377280747809071	28047910P	GBP	270.37
LB863652PCCJG32R1PC8OE2VMAY7	17277755V	RUB	148.92
RS73278076436469452645	61478341P	751.86	RUB
PL09657112501393580868416806	80518308T	GBP	192.05
ME91204415592058131974	28744101N		745.85
IR050557230314417829966957	68879644A		EUR
LI4699421SNVZ5X6KXPLB	73364721B	EUR	78.97
FO9238258269917892	08899412E	USD	515.02
TL541166078438313575429	68879644A	142.51	DKK
MU05VA7ICT54ZRE969EE52P89NDSB4	39806689Z		276.88
RS73278076436469452645	61478341P	515.51	CHF
IR176571293272654756861852	49284913F	EUR	884.56
GT392716ANETYSFICAVN0ZTRPZ3Q	21211380K	DKK	861.18
	DKK	36.59
MR9765784658715364589276794	46431533F	GBP	542.16
VG4064KZ1023011179745755	45820675Y	616.78	USD
PS45YNKIG26Y96UJEQI1896LVD9ZG	61478341P	741.55	EUR
Ninety nine rocks
	170.45	
KZ68819CZA89W15QWGWQ	45566106R	912.13	GBP
Ninety nine rocks
CR3128580029806078268	90467036D	725.29	EUR
XK959557362593526620	56989796M	SEK	509.86
GR164360004BUQC9R2QU6WJNKZW	90467036D	EUR	94.12
SA916624X9GG21M3UBMKVPVX	39670968Q	EUR	600.12
KW92WZTF4BVCQHIZZCKSWDE2Y4WG5K	78114389H	566.27	GBP
Ninety nine rocks

GI19VETPFLRU0L1HZE6FI50	72652162S	SEK	337.41
KZ197834HFIDJLC1ZQWJ	43733112S	301.91	
MU29T5TNJZ781M97YNZRTI6RLPFDOO	48974836Q	729.89	CHF
AE77248SKMXJVII50LKBAWI	68959267T	EUR	303.7
AD6527527677TJCTJOHBQLKJ	61873424C	EUR	853.69
