AE48725YPOSTSU1LAQKZEPP	48974836Q	644.69	SEK
Ninety nine rocks
MC148366787383U6KBXX8ERM167	65092468F	CHF	623.24
MC239817569615Z9IWH7FP0GD04	28744101N	207.77	RUE
UA074704912616944389906174725	33964464L	CHF	833.66
LT638365534312873039	28047910P	105.13	CHF
QA50TIBVV8D03D6XB0O0LHISHXK05	55103783S		DKK
PK69L0BH8621817146060690	90028562F	440.41	DKK
	USD	350.68
LB863652PCCJG32R1PC8OE2VMAY7	17277755V	CHF	799.3
IE63LFMV23097240688740	73364721B	USD	873.27
JO68GPJQ2426XTVZ0E3DAVO0QBYJ9M	32775503C		SDU
BE71843948421221	41656686Y	GBP	35.46
KW92WZTF4BVCQHIZZCKSWDE2Y4WG5K	78114389H	GB	611.96

BE44640395214523	02669410F	SEK	667.92
SK7685939604189549058799	15449763L	USD	316.86
LT638365534312873039	28047910P	EUR	776.19
XK180068384138336739	53072757G	299.69	EUR


CR3128580029806078268	90467036D	602.31	CHF
SK3641392995208681155858	52141397Y	614.53	GBP
DO38IL6559206363439644803826	45566106R	EUR	64.04
Ninety nine rocks
TL833140836943039409693	82288442P	SEK	
GI95QSFP1CEJ7UBTHFJKTIT	17277755V	410.51	RUB
ES1651349876073379785110	25605636N	346.88	USD
UA761330313560969297851033726	33964464L	RUB	209.19
EE951921847242977559	61873424C	EUR	538.0
IR176571293272654756861852	49284913F	DKK	815.22
SA916624X9GG21M3UBMKVPVX	39670968Q		664.36
BH40JGQHIFW1PP4UDBSEGH	74853928Z	GBP	218.66
Ninety nine rocks
MC400682288485KUAY58STITO40	38871658W	SEK	745.26
KZ94658KNDOP16GS0MQ8	43733112S	SEK	384.61
Ninety nine rocks
LB863652PCCJG32R1PC8OE2VMAY7	17277755V		RUB
HR4850788821598398500	34712164N	392.03	CHF
FR6886408378912CSCX6FNQDF88	46431533F	GBP	67.94
DE09062364227116961150	46585803Q	EUR	594.32
IS171554950920843049747431	32884971P	DKK	947.01
BE44640395214523	02669410F	623.1	
Ninety nine rocks
RO10CYGJ0LFID9N0E6VIBWJV	32884971P	USD	964.94

ME16982539287692129889	39806689Z	EUR	872.61
PK19XXR25392269503727898	65092468F	USD	992.44
Ninety nine rocks
LT404680925845138006	33964464L		RUB
BR7290090080963467151419029U2	28047910P	346.59	CHF
ME66621247978064842093	45566106R	458.77	GBP
	SEK	119.79
FI8497437259092369	92650070K	271.53	
Ninety nine rocks
SE8587388767724906814093	45566106R	DKK	101.19
IE44RJQW49091678099855	78114389H	EUR	832.32
	166.45	GBP
CZ1548502965088257735371	11713644C	GBP	933.08
Ninety nine rocks
LI4699421SNVZ5X6KXPLB	73364721B	GBP	
KZ94658KNDOP16GS0MQ8	43733112S	USD	568.53
SE4072059930724762036425	46585803Q	SEK	866.52
PT98222714410307122371827	33964464L	RUB	138.63
LI4699421SNVZ5X6KXPLB	73364721B	259.01	SEK
KW92WZTF4BVCQHIZZCKSWDE2Y4WG5K	78114389H	CHF	845.73
IT44U2903617084Y19H207T8BFC	74853928Z	SEK	994.5
PL09657112501393580868416806	80518308T	RUB	715.18
BG52YAMZ2798316FA0S342	21211380K	393.47	RUB
LI1878690NFPCE8D5010B	15449763L	GBP	417.03
Ninety nine rocks
ES4718187575330891239993	61478341P	908.63	EUR
FO9238258269917892	08899412E	CFH	900.99
	603.99	CHF
KZ197834HFIDJLC1ZQWJ	43733112S		RUB

FR682539276248I8ZTO8DOJPN36	52141397Y	CHF	869.87
DE49048012355817038246	09651809C	270.02	EUR
FR3253257807B2MJGCMFTH157	02049785A	SEK	
XK663155587271893003	01216279Q	684.41	CHF
FO8410656999415744	53072757G	544.64	GBP
TN6928626DST3UA1IPXJT80F	53597542K	CHF	83.89
FI1291198425298593	78592251D	USD	288.04
MC400682288485KUAY58STITO40	38871658W	194.3	DKK
LI4962509CEPXCTP4493V	90467036D	RUB	
FR682539276248I8ZTO8DOJPN36	52141397Y	CHF	898.96
ME91204415592058131974	28744101N	640.1	GBP
	486.0	CHF
GR164360004BUQC9R2QU6WJNKZW	90467036D	RUB	67.9
ES1359823640102827616922	08899412E	703.77	USD
	DKK	653.26
TL833140836943039409693	82288442P	SEK	899.05
TL833140836943039409693	82288442P	DKK	318.29
IL757354520133364453852	55103783S	DKK	830.96
CZ0277706812138182328590	32775503C	USD	
IE44RJQW49091678099855	78114389H	DKK	
AD562291377791JAUCEU6WEV	73364721B	389.36	GBP
CZ7031956314160953199870	28744101N		SEK
KZ68819CZA89W15QWGWQ	45566106R	426.97	DKK
	USD	837.04
	USD	210.43
XK180068384138336739	53072757G	USD	997.15
JO68GPJQ2426XTVZ0E3DAVO0QBYJ9M	32775503C	EUR	514.04
VG79EPZL5105165679106759	41656686Y	CHF	151.03
AZ97FYQW7LSUKTC6YNSTJ8SIK1I	84393689C	333.97	DKK
ME49140146493717009212	32775503C	475.55	SEK
DE49048012355817038246	09651809C	RUB	297.23
Ninety nine rocks
MD305P5NPXCZUJLRCMTKK88D	46585803Q	19.34	GBP
SE4072059930724762036425	46585803Q	420.05	DKK
BA384377280747809071	28047910P	EUR	472.49
	DKK	232.51
PK13DK7K1923908975902628	57926790W		
BR7290090080963467151419029U2	28047910P	GBP	552.86
MU18NWTZQI15SJF9J3A3FGQ51SLZ8I	11713644C	SEK	738.09
AE77248SKMXJVII50LKBAWI	68959267T	USD	388.99
MU18NWTZQI15SJF9J3A3FGQ51SLZ8I	11713644C	SEK	726.1
FO9238258269917892	08899412E	DKK	481.39
MC148366787383U6KBXX8ERM167	65092468F	SEK	678.87
SE8587388767724906814093	45566106R	174.12	CHF
ES1359823640102827616922	08899412E	137.07	DKK
LT404680925845138006	33964464L	624.92	CHF
LI4699421SNVZ5X6KXPLB	73364721B	N/A	USD
AE77248SKMXJVII50LKBAWI	68959267T	694.79	EUR

PT30733844778295738083204	25605636N	USD	912.87
LI4962509CEPXCTP4493V	90467036D	617.88	SEK

MC842659327688NQYJW0V4CHU32	53597542K	859.46	CHF
GI95QSFP1CEJ7UBTHFJKTIT	17277755V	717.69	CHF
RS73278076436469452645	61478341P	USD	
AE48725YPOSTSU1LAQKZEPP	48974836Q	DKK	862.42
ES4962575910679067061475	82288442P	RUB	912.67
	GBP	269.35
SK1489672683589923153342	21211380K	CHF	470.83
MR6642901340725320676709130	41656686Y	GBP	105.01

LT206097247476437800	43733112S	340.67	RUB
MT34NXCN76766O1SFKIJILE5VI3PUQW	55103783S	692.75	USD
HU15418903579542555773697655	48974836Q	987.57	RUB
SE4072059930724762036425	46585803Q	DKK	655.77
IT90H5711291332703M1NFOWKRD	17277755V		
Ninety nine rocks
	843.81	
Ninety nine rocks
Ninety nine rocks
BR7634018814337383044185B9	72628507M	SEK	226.13
	CHF	605.4
ME16982539287692129889	39806689Z	RUB	576.45
LI1878690NFPCE8D5010B	15449763L	419.69	RUB
RO33ZPAVO2BG1ZC8UHN2ZTAN	09651809C	117.85	GBP
GI27KKMIDQ6N3YVAQN4J89C	90028562F	126.39	CHF
LU221999TVLCKM4G89ID	61478341P	RUB	320.1
GE76HG3429778839455413	01216279Q	329.69	CHF
SM08B8001360827MH4HE8ZWQZXP	57926790W		CHF
SI22734001141792429	92650070K	DKK	687.01
LI1878690NFPCE8D5010B	15449763L	245.99	GBP
KZ68819CZA89W15QWGWQ	45566106R	869.65	SEK
MR9765784658715364589276794	46431533F	USD	48.4
FI8776565714806556	73364721B	580.44	USD
SE4072059930724762036425	46585803Q	USD	
QA50TIBVV8D03D6XB0O0LHISHXK05	55103783S		CHF
IL757354520133364453852	55103783S	RUB	467.11
ES4718187575330891239993	61478341P	208.96	SEK
TN18118719KP723ZYRPADNG5	08899412E	938.9	
RS73278076436469452645	61478341P	CHF	690.55
ME49140146493717009212	32775503C	34.69	RUB
	USD	632.08
Ninety nine rocks
ES1359823640102827616922	08899412E	DKK	873.76
HU15418903579542555773697655	48974836Q	GBP	19.66
GE69NB5057725923884251	68879644A	CHF	199.22
BG78BJUL967644HKNQNX4N	34712164N	DKK	691.02
RS73278076436469452645	61478341P	76.94	USD
IR050557230314417829966957	68879644A	718.02	GBP
Ninety nine rocks
SM16B78515997941NG37B30NHX4	61873424C	GBP	395.37
BE71843948421221	41656686Y	GBP	82.38
GI19VETPFLRU0L1HZE6FI50	72652162S	917.19	USD
UA761330313560969297851033726	33964464L	USD	221.21
Ninety nine rocks
IS980339257905051446545486	38871658W	EUR	710.57
IR978633059983370222138180	02669410F	RUB	72.88
	796.68	CHF
