SK3641392995208681155858	52141397Y	154.49	RUB
IL883543164433395339809	25605636N	144.5	RUE

	DKK	
IR171391265758083409634677	53597542K	711.48	
Ninety nine rocks
XK959557362593526620	56989796M	919.34	RUB
BG78BJUL967644HKNQNX4N	34712164N	GBP	973.41
RS73278076436469452645	61478341P	757.27	RUB
Ninety nine rocks
AE13938V4DMVSF49YS1CBL2	78592251D	CHF	167.32
SK1489672683589923153342	21211380K	298.48	
BG52YAMZ2798316FA0S342	21211380K	CHF	423.74
RO33ZPAVO2BG1ZC8UHN2ZTAN	09651809C	616.92	RUB
TN18118719KP723ZYRPADNG5	08899412E	EUR	67.87
AL82864783232AY3OS32O9RUBQO8	92650070K	SEK	672.9
AZ98MLTUT3LUOXZG36AWZRCNC8L0	28744101N	17.25	GBP
DE49048012355817038246	09651809C	N/A	
VG13VRDJ7412591474836722	80518308T	DKK	822.28
NL22QHVX4830182943	02669410F	582.36	SEK
LI4962509CEPXCTP4493V	90467036D	SEK	746.16

IE44RJQW49091678099855	78114389H	CHF	N/A
MK36877PHFLXB419P01	56989796M		995.48
LI4962509CEPXCTP4493V	90467036D	719.77	EUR
DE49048012355817038246	09651809C	664.59	SEK
TN4619849WRCEBMJKF33ZPWG	68959267T	2.03	USD
FI4249627673709648	46585803Q	740.38	RUB
IS980339257905051446545486	38871658W	CHF	272.88
KW80QLLEQ6JGXNI84EU5IFJSWMCJ08	01216279Q		RUB

MD22BLJACUIOIDPAPNN838U5	78592251D	DKK	724.87
	811.09	RUB
IR171391265758083409634677	53597542K		298.48
AL1705361571EZPDI0TZ70PXVG3H	46431533F	675.08	GBP
GT392716ANETYSFICAVN0ZTRPZ3Q	21211380K	USD	361.68
ME49140146493717009212	32775503C	0.71	USD
ES5643056944669015895516	25605636N	473.62	CHF
AD562291377791JAUCEU6WEV	73364721B	263.15	SEK
Ninety nine rocks
GT392716ANETYSFICAVN0ZTRPZ3Q	21211380K	EUR	145.66
AE77248SKMXJVII50LKBAWI	68959267T	RUB	476.42
GR142761949P1CZJZDJ2SYQNDI0	90467036D	612.2	USD
Ninety nine rocks
