PS45YNKIG26Y96UJEQI1896LVD9ZG	61478341P		602.3
IE96EEMA36946143714469	49284913F	444.11	RUB
	RUB	151.79
LT352161628775605252	52141397Y	DKK	
LV90GZABEFC7YL8CKPRIT	45820675Y	841.34	USD
Ninety nine rocks
GI17LYNGZKK9MTLT9XS0KXJ	56304499Q	USD	81.41
KZ197834HFIDJLC1ZQWJ	43733112S	DKK	421.15
XK663155587271893003	01216279Q	SEK	50.89
HU15418903579542555773697655	48974836Q	N/A	RUB
LB957793SEUSHVA7QADC5597XVCS	15449763L	GBP	637.7

SK7685939604189549058799	15449763L	565.27	USD
MU29T5TNJZ781M97YNZRTI6RLPFDOO	48974836Q	972.11	SEK
IE92ZGTS39160560652552	82288442P	309.9	RUB
SE8587388767724906814093	45566106R	398.29	CHF
CZ0277706812138182328590	32775503C	RUB	673.36
LT206097247476437800	43733112S	97.75	EUR
CR4034466866742477204	92650070K	SEK	619.47
PT30733844778295738083204	25605636N	336.02	RUB

PL09657112501393580868416806	80518308T	776.67	RUB
MR9765784658715364589276794	46431533F	502.27	
SE4072059930724762036425	46585803Q	DKK	149.49
GE69NB5057725923884251	68879644A	EUR	800.92
DE49048012355817038246	09651809C	CHF	592.94
LB117881AYRJ3PAE7OLX1S8KY9XX	72652162S	892.62	SEK

CZ7031956314160953199870	28744101N	RUB	637.2
BH45AGIJDDMI1S7IVMPBYX	72652162S	642.33	SEK
FI8497437259092369	92650070K	487.17	CHF
IL757354520133364453852	55103783S	SEK	999.23
	557.63	RUB
BE44640395214523	02669410F	USD	820.84
PS77KKGXNUMH1YA62JUT3JBNKRFZV	52141397Y	211.15	DKK
GE16KV3003565361053066	78114389H	483.1	EUR
IE63LFMV23097240688740	73364721B	RUB	
DE09062364227116961150	46585803Q	USD	210.38
FR4380461715659NWC070CZ6G58	90028562F	964.59	SEK
LB117881AYRJ3PAE7OLX1S8KY9XX	72652162S	255.02	DKK
DO41KY9H93712983353200450117	08899412E	91.33	
BH45AGIJDDMI1S7IVMPBYX	72652162S	DKK	894.91
FI8497437259092369	92650070K	542.27	SEK
LT404680925845138006	33964464L	GBP	805.6
TN41642929RZ2WVDBTOBL2CI	56304499Q	GBP	646.75
NL22QHVX4830182943	02669410F	142.06	USD
Ninety nine rocks
SK1869924870144967819542	57926790W	DKK	

DE49048012355817038246	09651809C	513.2	EUR

IR176571293272654756861852	49284913F	860.68	SEK
MC148366787383U6KBXX8ERM167	65092468F	683.03	
IL757354520133364453852	55103783S	RUB	N/A
Ninety nine rocks
	BUR	863.53
RO65KGTHSTLS31I6TW9Q4TX9	39670968Q		
GB62WGVI99163003599889	46431533F	CHF	696.64
	SEK	516.5
LB117881AYRJ3PAE7OLX1S8KY9XX	72652162S	CHF	871.25
AL82864783232AY3OS32O9RUBQO8	92650070K	USD	276.94
KW92WZTF4BVCQHIZZCKSWDE2Y4WG5K	78114389H	SDU	309.84
TL336197208349896119319	56989796M	EUR	94.26
ES5643056944669015895516	25605636N	EUR	879.8
FR6886408378912CSCX6FNQDF88	46431533F	DKK	159.05
SM08B8001360827MH4HE8ZWQZXP	57926790W	RUE	762.65

ES4962575910679067061475	82288442P	EUR	132.59
BE44640395214523	02669410F	USD	87.89
SE4072059930724762036425	46585803Q	328.06	GBP
TR5428187TLTLTLWXSXNJBW98L	80518308T	GBP	364.68
AD562291377791JAUCEU6WEV	73364721B		840.05
KZ68819CZA89W15QWGWQ	45566106R	CHF	247.11
SA35720BD63GIF2Y3O04T01F	11713644C	773.8	USD
HU22190225373946217712707979	09651809C	EUR	101.61
KZ68819CZA89W15QWGWQ	45566106R		
Ninety nine rocks
MC239817569615Z9IWH7FP0GD04	28744101N	CHF	206.06
	247.24	CHF
LB117881AYRJ3PAE7OLX1S8KY9XX	72652162S	N/A	RUB
BG52YAMZ2798316FA0S342	21211380K	EUR	936.62
FR067375965728LIMCBIKY04Q10	69578568A	USD	264.82
SM59J4985929449INF26CCFYJ37	15449763L	808.19	
HR4850788821598398500	34712164N	853.99	EUR
CZ1548502965088257735371	11713644C	148.72	
ME91204415592058131974	28744101N	RUB	N/A
Ninety nine rocks
BG64ZYDB016049B51JMUCU	38871658W	707.33	USD
SK7685939604189549058799	15449763L	EUR	374.08
GT58ZXMPYHQS6C3Y4JIZF0VOF0V5	74853928Z	USD	393.63
MC148366787383U6KBXX8ERM167	65092468F	BUR	288.14
AD6527527677TJCTJOHBQLKJ	61873424C	DKK	834.16
Ninety nine rocks
	796.45	EUR
AT515991783210824774	28047910P	CHF	347.88
SK1869924870144967819542	57926790W	432.07	DKK
AD2206695671VH1ZHCJ41WML	34712164N	238.93	RUB
NL22QHVX4830182943	02669410F		650.52
AE77248SKMXJVII50LKBAWI	68959267T	EUR	761.88
Ninety nine rocks
Ninety nine rocks
MC148366787383U6KBXX8ERM167	65092468F	SEK	916.64
	RUB	613.45

RO10CYGJ0LFID9N0E6VIBWJV	32884971P	RUB	139.87
MR9765784658715364589276794	46431533F	CHF	186.72
IR050557230314417829966957	68879644A	SEK	
Q52ETKT1YQ406QJ3EK91YUO7HTVV	34147069M	SEK	585.54
TN41642929RZ2WVDBTOBL2CI	56304499Q	CHF	692.44
CR3128580029806078268	90467036D		833.39
MU18NWTZQI15SJF9J3A3FGQ51SLZ8I	11713644C	243.32	RUB
	GBP	794.7
SK1489672683589923153342	21211380K	USD	254.22
DO38IL6559206363439644803826	45566106R	635.38	GBP
BG52YAMZ2798316FA0S342	21211380K	SEK	56.13
PK19XXR25392269503727898	65092468F	DKK	439.69
IR171391265758083409634677	53597542K	DKK	714.02
LB117881AYRJ3PAE7OLX1S8KY9XX	72652162S	RUB	796.81
LT638365534312873039	28047910P	974.26	RUB
UA074704912616944389906174725	33964464L	856.53	DKK
Ninety nine rocks
UA074704912616944389906174725	33964464L	USD	723.28
SM59J4985929449INF26CCFYJ37	15449763L	USD	514.15
MU18NWTZQI15SJF9J3A3FGQ51SLZ8I	11713644C	SEK	607.19
PS45YNKIG26Y96UJEQI1896LVD9ZG	61478341P	277.43	EUR
GE76HG3429778839455413	01216279Q	114.07	SEK
MC842659327688NQYJW0V4CHU32	53597542K		821.16
		948.34
FI1291198425298593	78592251D	246.2	SEK
BH40JGQHIFW1PP4UDBSEGH	74853928Z	GBP	11.43
MC987944106826B9BN6WA3QT157	11713644C	750.75	EUR
FI1291198425298593	78592251D	CHF	825.31
ME10920049706023941954	68879644A	944.44	SEK
BG52YAMZ2798316FA0S342	21211380K	CHF	358.37
TL541166078438313575429	68879644A	846.3	SEK


HR0716993961872852399	65092468F	480.08	USD
IL757354520133364453852	55103783S	732.19	RUB
PK69L0BH8621817146060690	90028562F	USD	895.93
TN41642929RZ2WVDBTOBL2CI	56304499Q		EUR
Ninety nine rocks

ME91204415592058131974	28744101N	DKK	186.33
BR7290090080963467151419029U2	28047910P	238.23	EUR
PL345885446136380804815525	25587805F	931.98	
SA0994KFNAPS164YU9OOP574	57926790W	120.99	CHF
SK3641392995208681155858	52141397Y	USD	342.36
FR765595701119MOEGZPV5KXN70	68959267T	492.23	RUB
QA23IQDBP8GJBJWZVHDPAM3UK7G	44257838C	502.0	USD
AD562291377791JAUCEU6WEV	73364721B	398.43	
ES5401017366906132602799	65092468F	USD	379.61
HR4850788821598398500	34712164N	DKK	30.79
GT392716ANETYSFICAVN0ZTRPZ3Q	21211380K	SEK	497.81

ES4962575910679067061475	82288442P	N/A	GBP
XK180068384138336739	53072757G	372.35	RUB
	EUR	
CR4034466866742477204	92650070K	USD	955.23
GT95XJQPLCNFLN4A5ENS375WUA0N	49284913F	54.58	SEK
Ninety nine rocks
ES5401017366906132602799	65092468F	99.96	USD
SA0994KFNAPS164YU9OOP574	57926790W	SEK	322.26
KZ197834HFIDJLC1ZQWJ	43733112S	GBP	841.27
XK959557362593526620	56989796M	SEK	811.98
QA50TIBVV8D03D6XB0O0LHISHXK05	55103783S	837.52	CHF
	SEK	400.23
MC400682288485KUAY58STITO40	38871658W		371.34
KZ68819CZA89W15QWGWQ	45566106R	930.71	DKK

	519.79	SEK
CR4034466866742477204	92650070K	230.19	CHF
ME10920049706023941954	68879644A	GBP	56.21
Ninety nine rocks
NL22QHVX4830182943	02669410F	892.64	CHF
Ninety nine rocks
BH40JGQHIFW1PP4UDBSEGH	74853928Z	EUR	275.5
IR978633059983370222138180	02669410F	CHF	353.74
FI5863104861846787	72652162S	187.69	SEK
BA384377280747809071	28047910P	627.77	SEK
AE13938V4DMVSF49YS1CBL2	78592251D	CHF	50.05
GI17LYNGZKK9MTLT9XS0KXJ	56304499Q	213.13	EUR
LB117881AYRJ3PAE7OLX1S8KY9XX	72652162S	827.95	CHF


FO9238258269917892	08899412E		828.4
HR2198178476216192029	80518308T	SEK	619.01

	RUB	928.15
	SEK	N/A
IT90H5711291332703M1NFOWKRD	17277755V	USD	

MT34NXCN76766O1SFKIJILE5VI3PUQW	55103783S	33.23	EUR
MD358F69VEV6FZO01VOURO61	53072757G	950.71	GBP
LV90GZABEFC7YL8CKPRIT	45820675Y	RUB	957.97
AL82864783232AY3OS32O9RUBQO8	92650070K	837.9	CHF
BG52YAMZ2798316FA0S342	21211380K	DKK	216.09
	RUB	465.75
TL336197208349896119319	56989796M	RUB	159.26
FR6886408378912CSCX6FNQDF88	46431533F	CHF	381.28
AD562291377791JAUCEU6WEV	73364721B	739.3	CHF
SE4072059930724762036425	46585803Q	826.79	USD
AL4456909000GSUDO7J539MIJH1L	48974836Q	USD	780.34
KW92WZTF4BVCQHIZZCKSWDE2Y4WG5K	78114389H	462.29	
	CHF	92.43

HR0716993961872852399	65092468F	605.54	USD
GE16KV3003565361053066	78114389H	701.96	USD
BR7290090080963467151419029U2	28047910P	RUB	428.77
CH9054905KGSMB7YC5NGI	69578568A	759.52	
CH9054905KGSMB7YC5NGI	69578568A	RUB	418.64
CR4034466866742477204	92650070K	414.08	
MU29T5TNJZ781M97YNZRTI6RLPFDOO	48974836Q	RUB	457.58
KZ94658KNDOP16GS0MQ8	43733112S		581.82
Ninety nine rocks
IE44RJQW49091678099855	78114389H	482.65	KES
Ninety nine rocks
CH9054905KGSMB7YC5NGI	69578568A	EUR	194.62
PS77KKGXNUMH1YA62JUT3JBNKRFZV	52141397Y	180.53	DKK
GE16KV3003565361053066	78114389H	228.84	
Ninety nine rocks
TN18118719KP723ZYRPADNG5	08899412E		719.21
IT44U2903617084Y19H207T8BFC	74853928Z	82.55	DKK
AT515991783210824774	28047910P	922.17	GBP
MC987944106826B9BN6WA3QT157	11713644C	458.88	DKK
		USD
Ninety nine rocks

IT90H5711291332703M1NFOWKRD	17277755V	197.99	SEK
SK3641392995208681155858	52141397Y	629.09	USD
IE44RJQW49091678099855	78114389H	354.87	SEK
ES5401017366906132602799	65092468F	USD	818.21
TL541166078438313575429	68879644A	GBP	875.29
GE16KV3003565361053066	78114389H		521.54
MU18NWTZQI15SJF9J3A3FGQ51SLZ8I	11713644C	USD	584.43
	180.61	EUR
FI8497437259092369	92650070K	952.16	RUB
TN4619849WRCEBMJKF33ZPWG	68959267T	392.76	CHF
PK13DK7K1923908975902628	57926790W	EUR	920.59

CZ0277706812138182328590	32775503C	SEK	372.81
DO757XIN61379289461304191141	21211380K	585.94	RUB
FI4249627673709648	46585803Q	772.19	USD
ME16982539287692129889	39806689Z	DKK	
MU29T5TNJZ781M97YNZRTI6RLPFDOO	48974836Q	RUB	817.32
TN5872164OGDBPYXG9LENMKY	32775503C	732.72	
NL22QHVX4830182943	02669410F		255.25
CY1226960690HWXS17VH1FRUEURR	38871658W	64.33	CHF
BH40JGQHIFW1PP4UDBSEGH	74853928Z	894.67	GBP
IE44RJQW49091678099855	78114389H	609.52	USD
ES1359823640102827616922	08899412E	RUB	880.33
CH4221745ELQS0NB2YDI8	17277755V	EUR	
LB727383DAVS6MXT5L9CROS8UEUZ	39806689Z	869.79	CHF
TL833140836943039409693	82288442P	USD	723.4
AE13938V4DMVSF49YS1CBL2	78592251D	105.63	SEK
SE4072059930724762036425	46585803Q		GBP
ME66621247978064842093	45566106R	GBP	1.09
BA073428119991458265	45820675Y	RUE	429.25
Ninety nine rocks
IE44RJQW49091678099855	78114389H	277.8	SEK
AL4456909000GSUDO7J539MIJH1L	48974836Q	485.78	GBP
ES4718187575330891239993	61478341P		354.02
ME16982539287692129889	39806689Z	180.56	GBP
Ninety nine rocks
GI27KKMIDQ6N3YVAQN4J89C	90028562F		808.85
LT638365534312873039	28047910P	675.03	
HR1296219505926654396	34532646D	GBP	332.16
AL1705361571EZPDI0TZ70PXVG3H	46431533F	908.83	
BA073428119991458265	45820675Y	539.73	DKK
FI8497437259092369	92650070K	GBP	941.62
UA538840557549114757901561455	69578568A	USD	
CZ0277706812138182328590	32775503C	SEK	786.66
JO68GPJQ2426XTVZ0E3DAVO0QBYJ9M	32775503C	704.91	CHF
