SA1782PK3NF0P8QAE54PWQE3	34712164N	CHF	697.89
FR765595701119MOEGZPV5KXN70	68959267T	EUR	57.71
ES1651349876073379785110	25605636N		RUB
Ninety nine rocks

ES5968395510953649142207	34532646D	EUR	428.69
TN41642929RZ2WVDBTOBL2CI	56304499Q	425.67	GBP

MD22BLJACUIOIDPAPNN838U5	78592251D	504.88	SEK
CZ0277706812138182328590	32775503C	749.13	DKK
EE709201509112700888	55103783S	RUB	813.91
SA35720BD63GIF2Y3O04T01F	11713644C	743.42	GBP
DO41KY9H93712983353200450117	08899412E	482.46	USD
MC239817569615Z9IWH7FP0GD04	28744101N	EUR	19.66
	USD	130.61


FR067375965728LIMCBIKY04Q10	69578568A	USD	751.74
LT206097247476437800	43733112S	132.11	CHF
BH13DAYWFNRJ0GN2RAA7UR	82288442P	RUB	106.89
LB957793SEUSHVA7QADC5597XVCS	15449763L	GBP	248.25
BH13DAYWFNRJ0GN2RAA7UR	82288442P	159.71	CHF
MD305P5NPXCZUJLRCMTKK88D	46585803Q	352.88	DKK
ES4962575910679067061475	82288442P	84.84	CHF
CH9054905KGSMB7YC5NGI	69578568A	604.03	USD
IT44U2903617084Y19H207T8BFC	74853928Z	USD	198.64
HR1296219505926654396	34532646D	204.13	EUR
ES1359823640102827616922	08899412E	547.31	RUB
Ninety nine rocks
GE16KV3003565361053066	78114389H	USD	516.01

LI1878690NFPCE8D5010B	15449763L	468.93	KK

ES5968395510953649142207	34532646D	USD	432.98
Ninety nine rocks
LB727383DAVS6MXT5L9CROS8UEUZ	39806689Z	GBP	170.06

TN6928626DST3UA1IPXJT80F	53597542K	GBP	927.5
FR067375965728LIMCBIKY04Q10	69578568A	GBP	235.7
TL336197208349896119319	56989796M	341.63	GBP
DE49048012355817038246	09651809C	992.34	EUR
	GBP	881.28
IR050557230314417829966957	68879644A	776.6	USD
UA074704912616944389906174725	33964464L	EUR	371.99


TR5428187TLTLTLWXSXNJBW98L	80518308T	CHF	270.54
LT206097247476437800	43733112S	EUR	826.39
IR050557230314417829966957	68879644A	929.34	SEK
PK43OEM16114242963306575	41656686Y	EUR	712.61
MC987944106826B9BN6WA3QT157	11713644C	CHF	285.72
GR472662377QRYWJJB76MDKWVY5	69578568A	GBP	634.53
UA074704912616944389906174725	33964464L	GBP	325.21

XK653384625153233371	43733112S	SEK	114.16
PT30733844778295738083204	25605636N	GBP	
LI1878690NFPCE8D5010B	15449763L	EUR	

AD6527527677TJCTJOHBQLKJ	61873424C	RUB	932.11
PK13DK7K1923908975902628	57926790W	EUR	456.33
SE8587388767724906814093	45566106R	803.24	EUR
BG78BJUL967644HKNQNX4N	34712164N	RUB	804.59

ES4962575910679067061475	82288442P	669.59	RUB
TN6928626DST3UA1IPXJT80F	53597542K		GBP
DO38IL6559206363439644803826	45566106R		34.28
ME10920049706023941954	68879644A	258.98	EUR
GE69NB5057725923884251	68879644A	DKK	
GR472662377QRYWJJB76MDKWVY5	69578568A	SEK	805.05
Ninety nine rocks
	RUB	264.12
PS81UPRPND78AFG3L49YTXV88RRJS	01216279Q	GBP	210.2
GT392716ANETYSFICAVN0ZTRPZ3Q	21211380K	750.03	CHF
GR142761949P1CZJZDJ2SYQNDI0	90467036D	DKK	811.85
AE48725YPOSTSU1LAQKZEPP	48974836Q	GBP	407.05
CZ7031956314160953199870	28744101N	79.96	DKK
UA964557479287233718409674295	78114389H	USD	706.24
NL22QHVX4830182943	02669410F	DKK	484.78
Ninety nine rocks
AD6527527677TJCTJOHBQLKJ	61873424C	358.25	CHF
IT44U2903617084Y19H207T8BFC	74853928Z	RUB	863.14
XK663155587271893003	01216279Q	234.45	RUB
PS45YNKIG26Y96UJEQI1896LVD9ZG	61478341P	668.17	SEK
IT44U2903617084Y19H207T8BFC	74853928Z	922.78	EUR
RO65KGTHSTLS31I6TW9Q4TX9	39670968Q	GBP	90.72
Ninety nine rocks
PK19XXR25392269503727898	65092468F	N/A	

Ninety nine rocks
FR4380461715659NWC070CZ6G58	90028562F	USD	333.26
CZ7031956314160953199870	28744101N	962.64	EUR

MR9765784658715364589276794	46431533F	247.09	DKK
Ninety nine rocks
TL312176758386021094474	45820675Y	715.56	GBP
VG13VRDJ7412591474836722	80518308T	DKK	192.75
EE951921847242977559	61873424C	809.88	SEK
GT58ZXMPYHQS6C3Y4JIZF0VOF0V5	74853928Z	257.84	CHF
Ninety nine rocks
BR7290090080963467151419029U2	28047910P		502.32
	556.36	EUR
TN41642929RZ2WVDBTOBL2CI	56304499Q	6.75	CHF
NL22QHVX4830182943	02669410F	7.26	
IR050557230314417829966957	68879644A	RUB	23.2
BH40JGQHIFW1PP4UDBSEGH	74853928Z	819.17	RUB
TN4619849WRCEBMJKF33ZPWG	68959267T	479.33	GBP
	594.82	EUR
IE63LFMV23097240688740	73364721B	EUR	12.73
LU70625PQBIQH448U3J	39762753D	DKK	249.43
	808.87	DKK
RS73278076436469452645	61478341P	SEK	994.35
PK13DK7K1923908975902628	57926790W	834.33	
SA0994KFNAPS164YU9OOP574	57926790W	888.02	DKK
VG30C0J46457487530434592	74853928Z	RUB	709.89
MD305P5NPXCZUJLRCMTKK88D	46585803Q	589.58	RUB
LU221999TVLCKM4G89ID	61478341P	485.06	KK

Ninety nine rocks
XK653384625153233371	43733112S	CHF	457.12
GE16KV3003565361053066	78114389H	GBP	702.3
IL757354520133364453852	55103783S	RUB	942.64
TN41642929RZ2WVDBTOBL2CI	56304499Q	EUR	592.5
TL620919673122426560269	78592251D	SEK	697.41
PT78461997729158096512493	56304499Q	USD	342.16
HR1296219505926654396	34532646D		44.78
GR164360004BUQC9R2QU6WJNKZW	90467036D		RUB

RO10CYGJ0LFID9N0E6VIBWJV	32884971P	CHF	5.09
VG4064KZ1023011179745755	45820675Y	DKK	891.46
SK1869924870144967819542	57926790W		
KZ68819CZA89W15QWGWQ	45566106R	73.75	EUR
IT44U2903617084Y19H207T8BFC	74853928Z	SEK	640.99
ES4962575910679067061475	82288442P	CHF	270.71
UA964557479287233718409674295	78114389H	947.63	SEK
UA761330313560969297851033726	33964464L	BUR	224.65
LI4699421SNVZ5X6KXPLB	73364721B	411.36	RUB
SK7685939604189549058799	15449763L	809.78	

Ninety nine rocks
IR050557230314417829966957	68879644A	RUB	123.84
GE76HG3429778839455413	01216279Q	GBP	618.13
KW92WZTF4BVCQHIZZCKSWDE2Y4WG5K	78114389H		455.68
TL312176758386021094474	45820675Y	EUR	294.29
	803.75	SEK
IR978633059983370222138180	02669410F	91.5	SEK
IS171554950920843049747431	32884971P	987.75	EUR
FI4249627673709648	46585803Q		660.88
	GBP	124.46
UA761330313560969297851033726	33964464L	300.29	GBP
BH45AGIJDDMI1S7IVMPBYX	72652162S	N/A	RUB
LV90GZABEFC7YL8CKPRIT	45820675Y	864.43	
AL44161597556HU0UCU50YWATOY	26915706A	999.81	RUB
	82.55	GBP
SK1489672683589923153342	21211380K	RUB	735.31
XK180068384138336739	53072757G		756.94
UA074704912616944389906174725	33964464L	838.05	
Ninety nine rocks


ES5401017366906132602799	65092468F	963.14	RUB
GI17LYNGZKK9MTLT9XS0KXJ	56304499Q		552.29
HR2198178476216192029	80518308T	USD	108.93
AD562291377791JAUCEU6WEV	73364721B	USD	796.9
AL4456909000GSUDO7J539MIJH1L	48974836Q	960.58	
GE69NB5057725923884251	68879644A	USD	285.67
ES5401017366906132602799	65092468F	USD	280.04
FI8776565714806556	73364721B	GBP	685.22
FR4380461715659NWC070CZ6G58	90028562F	575.75	GBP
BA384377280747809071	28047910P	USD	916.4
Ninety nine rocks
AE13938V4DMVSF49YS1CBL2	78592251D		436.25
TN6928626DST3UA1IPXJT80F	53597542K	USD	931.17
Ninety nine rocks
MC987944106826B9BN6WA3QT157	11713644C	503.9	SEK
PT78461997729158096512493	56304499Q	946.22	GBP
SA1782PK3NF0P8QAE54PWQE3	34712164N		532.52
	GBP	504.62
BE71843948421221	41656686Y	USD	785.4
EE951921847242977559	61873424C	SEK	836.96
Ninety nine rocks
HR2198178476216192029	80518308T	N/A	CHF
ME49140146493717009212	32775503C	N/A	SEK
LI4962509CEPXCTP4493V	90467036D	549.72	CHF
SE4072059930724762036425	46585803Q	272.63	EUR
ME91204415592058131974	28744101N	N/A	EUR
MU29T5TNJZ781M97YNZRTI6RLPFDOO	48974836Q		257.41
IT90H5711291332703M1NFOWKRD	17277755V	668.56	USD
MD305P5NPXCZUJLRCMTKK88D	46585803Q	GBP	858.11
