GT95XJQPLCNFLN4A5ENS375WUA0N	49284913F	514.36	SEK
AE13938V4DMVSF49YS1CBL2	78592251D	70.06	DKK

FR067375965728LIMCBIKY04Q10	69578568A	266.53	GBP
AE48725YPOSTSU1LAQKZEPP	48974836Q	EUR	559.55
Ninety nine rocks
PS81UPRPND78AFG3L49YTXV88RRJS	01216279Q	618.44	GBP
PS77KKGXNUMH1YA62JUT3JBNKRFZV	52141397Y	DKK	24.93
	779.17	GBP

GR472662377QRYWJJB76MDKWVY5	69578568A	57.01	GBP

MC239817569615Z9IWH7FP0GD04	28744101N	CHF	
XK663155587271893003	01216279Q	760.02	SEK
Ninety nine rocks
Ninety nine rocks

Ninety nine rocks

FR067375965728LIMCBIKY04Q10	69578568A	KK	173.8

TR6389231PIDVKBEWMNZGSGERM	39670968Q	USD	103.87
BG78BJUL967644HKNQNX4N	34712164N	813.66	RUB
CZ0277706812138182328590	32775503C		DKK
CH9054905KGSMB7YC5NGI	69578568A	141.21	DKK
		576.27
AE77248SKMXJVII50LKBAWI	68959267T	CHF	526.26
DO38IL6559206363439644803826	45566106R		USD
MD22BLJACUIOIDPAPNN838U5	78592251D	RUB	638.34
AZ23VQPCOE64XI70OBYRJPI8MSW9	32884971P	303.2	SEK
SK3641392995208681155858	52141397Y		88.99
KZ94658KNDOP16GS0MQ8	43733112S	DKK	138.53
	DKK	544.18
KW80QLLEQ6JGXNI84EU5IFJSWMCJ08	01216279Q	CHF	775.91
HR0716993961872852399	65092468F		CHF
CZ1548502965088257735371	11713644C	935.12	USD
Ninety nine rocks
PK13DK7K1923908975902628	57926790W		USD
DE49048012355817038246	09651809C	RUB	963.99
SK1489672683589923153342	21211380K		265.92
AL1705361571EZPDI0TZ70PXVG3H	46431533F	225.67	DKK
CH4221745ELQS0NB2YDI8	17277755V	853.9	RUB
XK663155587271893003	01216279Q	SEK	540.94
Ninety nine rocks
SI22734001141792429	92650070K	RUB	633.53
PK19XXR25392269503727898	65092468F	CHF	679.13
Ninety nine rocks
XK653384625153233371	43733112S	104.35	SEK
KW92WZTF4BVCQHIZZCKSWDE2Y4WG5K	78114389H	DKK	434.68
	GBP	118.14
MD358F69VEV6FZO01VOURO61	53072757G	432.61	GBP
XK653384625153233371	43733112S	815.03	
UA761330313560969297851033726	33964464L	133.1	GBP
	GBP	473.22
KZ94658KNDOP16GS0MQ8	43733112S	CHF	274.03
XK653384625153233371	43733112S	EUR	429.11
TR6389231PIDVKBEWMNZGSGERM	39670968Q	116.75	
BE44640395214523	02669410F	875.99	GBP
VG30C0J46457487530434592	74853928Z	72.67	CHF
BA384377280747809071	28047910P	EUR	484.53
HR4850788821598398500	34712164N	DKK	
Ninety nine rocks
	192.02	CHF
SA35720BD63GIF2Y3O04T01F	11713644C	495.41	DKK
DO41OE1F71300090297196859317	53072757G	USD	
AD2206695671VH1ZHCJ41WML	34712164N		
Ninety nine rocks
GE69NB5057725923884251	68879644A	RUB	688.51
CR4034466866742477204	92650070K	GBP	127.54
CZ1548502965088257735371	11713644C	70.54	EUR
ES5643056944669015895516	25605636N	287.98	USD
CH5486616JUSX9A78EG7Q	39806689Z	SEK	218.53
LI4962509CEPXCTP4493V	90467036D	315.06	CHF
LV90GZABEFC7YL8CKPRIT	45820675Y		149.09
