IR050557230314417829966957	68879644A	DKK	870.76
MR6642901340725320676709130	41656686Y	667.12	USD
BH13DAYWFNRJ0GN2RAA7UR	82288442P		736.93
	729.96	CHF
PT78461997729158096512493	56304499Q	CHF	558.61
CR4034466866742477204	92650070K	540.42	SEK
	RUB	11.96
UA538840557549114757901561455	69578568A	RUB	721.33
LT352161628775605252	52141397Y	DKK	182.85
GR164360004BUQC9R2QU6WJNKZW	90467036D	500.14	GBP
Ninety nine rocks
	585.39	USD
GR164360004BUQC9R2QU6WJNKZW	90467036D	190.28	EUR
BH13DAYWFNRJ0GN2RAA7UR	82288442P	CHF	265.91
IR050557230314417829966957	68879644A	402.56	GBP
ES5401017366906132602799	65092468F	EUR	765.42
AL4456909000GSUDO7J539MIJH1L	48974836Q	724.17	RUB
IT44U2903617084Y19H207T8BFC	74853928Z	445.55	CHF
AZ98MLTUT3LUOXZG36AWZRCNC8L0	28744101N	134.43	EUR
TN4619849WRCEBMJKF33ZPWG	68959267T	341.4	USD
FI8776565714806556	73364721B	DKK	676.24
ME10920049706023941954	68879644A	RUB	686.76
KW92WZTF4BVCQHIZZCKSWDE2Y4WG5K	78114389H	307.42	RUB
DO41OE1F71300090297196859317	53072757G		EUR
MC987944106826B9BN6WA3QT157	11713644C	22.6	SEK
Ninety nine rocks
AZ23VQPCOE64XI70OBYRJPI8MSW9	32884971P	399.87	CHF
IR171391265758083409634677	53597542K	99.24	USD
SA6268DDJM7GA5WLMM1JRKJP	34532646D	RUB	420.47

ME10920049706023941954	68879644A	861.46	RUB
HU49663162407651895112051847	49284913F	RUB	325.73
VG79EPZL5105165679106759	41656686Y	RUB	782.84
MC239817569615Z9IWH7FP0GD04	28744101N	USD	

BE44640395214523	02669410F	EUR	567.67
XK653384625153233371	43733112S	EUR	
QA50TIBVV8D03D6XB0O0LHISHXK05	55103783S	131.51	EUR
HU22190225373946217712707979	09651809C	EUR	782.67
CR4034466866742477204	92650070K	SEK	894.01
HR1296219505926654396	34532646D	466.64	CHF
LI4962509CEPXCTP4493V	90467036D	397.56	GBP
SK1489672683589923153342	21211380K	852.59	SEK
IE44RJQW49091678099855	78114389H	EUR	376.14
LB957793SEUSHVA7QADC5597XVCS	15449763L	DKK	831.53
FO3735876142209257	68959267T	935.96	RUB
BE71843948421221	41656686Y	474.43	SEK
FR765595701119MOEGZPV5KXN70	68959267T	DKK	150.34
LB863652PCCJG32R1PC8OE2VMAY7	17277755V	285.86	GBP
ES5643056944669015895516	25605636N	262.37	GBP
DO757XIN61379289461304191141	21211380K	DKK	794.05
Ninety nine rocks
SA0994KFNAPS164YU9OOP574	57926790W	171.5	DKK
EE709201509112700888	55103783S	DKK	567.61
ES5643056944669015895516	25605636N		
LT404680925845138006	33964464L	USD	918.86
RO33ZPAVO2BG1ZC8UHN2ZTAN	09651809C	EUR	159.13
DO757XIN61379289461304191141	21211380K	CHF	669.3
GT58ZXMPYHQS6C3Y4JIZF0VOF0V5	74853928Z		USD
PK43OEM16114242963306575	41656686Y	255.6	EUR
ES1359823640102827616922	08899412E	842.47	SEK
