AD6527527677TJCTJOHBQLKJ	61873424C	220.21	KK
MK36877PHFLXB419P01	56989796M	DKK	

	USD	482.29
GE76HG3429778839455413	01216279Q	GBP	618.52
AE48725YPOSTSU1LAQKZEPP	48974836Q	EUR	746.27
TL312176758386021094474	45820675Y	609.73	GBP
RO65KGTHSTLS31I6TW9Q4TX9	39670968Q	870.29	
MT44LAHV55416H6X8AOMBZWV07DCS6V	32884971P	EUR	673.55
IE44RJQW49091678099855	78114389H	5.08	USD
Ninety nine rocks
Ninety nine rocks
BR7290090080963467151419029U2	28047910P		692.38
AE13938V4DMVSF49YS1CBL2	78592251D	586.86	GBP
MC987944106826B9BN6WA3QT157	11713644C	706.22	DKK
LV90GZABEFC7YL8CKPRIT	45820675Y	348.74	CHF
CR3128580029806078268	90467036D	152.13	EUR

RO66NQJWHJXL3G77OY7LJ6BA	56304499Q	811.96	RUB
FI5863104861846787	72652162S	DKK	N/A

FO8410656999415744	53072757G	348.09	
AE13938V4DMVSF49YS1CBL2	78592251D	144.36	RUB
SM16B78515997941NG37B30NHX4	61873424C	SEK	604.49
GE76HG3429778839455413	01216279Q	729.25	USD
MR9765784658715364589276794	46431533F	RUB	200.38
RO10CYGJ0LFID9N0E6VIBWJV	32884971P	414.52	RUB
GE76HG3429778839455413	01216279Q	857.79	EUR
ME16982539287692129889	39806689Z	GBP	188.77
GT95XJQPLCNFLN4A5ENS375WUA0N	49284913F	884.81	EUR
AT515991783210824774	28047910P	USD	745.36
GI17LYNGZKK9MTLT9XS0KXJ	56304499Q	926.55	USD
	DKK	510.43
XK959557362593526620	56989796M	634.55	RUB
LB863652PCCJG32R1PC8OE2VMAY7	17277755V	786.99	SEK
KZ94658KNDOP16GS0MQ8	43733112S	GBP	673.67
LI4699421SNVZ5X6KXPLB	73364721B	GBP	480.02
AD562291377791JAUCEU6WEV	73364721B	GBP	476.41

CR3128580029806078268	90467036D	DKK	804.48
PK13DK7K1923908975902628	57926790W	EUR	N/A
	263.56	
DO757XIN61379289461304191141	21211380K	226.5	DKK
HR1296219505926654396	34532646D	RUB	
GI17LYNGZKK9MTLT9XS0KXJ	56304499Q	CHF	258.93
MU29T5TNJZ781M97YNZRTI6RLPFDOO	48974836Q	GBP	414.68
GI19VETPFLRU0L1HZE6FI50	72652162S		511.12
GE76HG3429778839455413	01216279Q	81.52	DKK
CH9054905KGSMB7YC5NGI	69578568A	899.15	CHF
ES5643056944669015895516	25605636N	EUR	730.41
AL82864783232AY3OS32O9RUBQO8	92650070K	GBP	414.59
SE4072059930724762036425	46585803Q		216.55
BG78BJUL967644HKNQNX4N	34712164N	CHF	502.74
AD6527527677TJCTJOHBQLKJ	61873424C	930.12	SEK
MD22BLJACUIOIDPAPNN838U5	78592251D	SEK	448.91

Ninety nine rocks
NL22QHVX4830182943	02669410F	322.18	DKK
SM97G79397716272U9A9OBTJV1J	61873424C	RUB	663.57
LI4699421SNVZ5X6KXPLB	73364721B	853.27	CHF
Ninety nine rocks
BH45AGIJDDMI1S7IVMPBYX	72652162S	CHF	399.29
Ninety nine rocks
ES4962575910679067061475	82288442P		397.26
PK19XXR25392269503727898	65092468F	SEK	487.58
FI4249627673709648	46585803Q	983.46	USD
	DKK	538.53
XK959557362593526620	56989796M	EUR	594.59
GR142761949P1CZJZDJ2SYQNDI0	90467036D		GBP
SI22734001141792429	92650070K	CHF	228.72
IL757354520133364453852	55103783S	SEK	965.06
UA761330313560969297851033726	33964464L	370.49	USD
LT352161628775605252	52141397Y	516.94	
	667.1	GBP
SE4072059930724762036425	46585803Q	400.57	SEK
CR3128580029806078268	90467036D	266.79	RUB
SM97G79397716272U9A9OBTJV1J	61873424C	EUR	333.53
SK3641392995208681155858	52141397Y	774.93	GBP
TL620919673122426560269	78592251D	304.08	CHF
MU05VA7ICT54ZRE969EE52P89NDSB4	39806689Z	341.96	GBP
Ninety nine rocks
	266.96	RUB
PT30733844778295738083204	25605636N	617.65	GBP
MU05VA7ICT54ZRE969EE52P89NDSB4	39806689Z	844.88	CHF
IR176571293272654756861852	49284913F	USD	629.74
Ninety nine rocks
ME91204415592058131974	28744101N	RUB	363.46

PT98222714410307122371827	33964464L	USD	394.52
LI4962509CEPXCTP4493V	90467036D	RUB	634.41
SE4072059930724762036425	46585803Q	USD	424.03
AD562291377791JAUCEU6WEV	73364721B	SEK	810.03
AE77248SKMXJVII50LKBAWI	68959267T	EUR	346.11
GI17LYNGZKK9MTLT9XS0KXJ	56304499Q	542.54	DKK
KW92WZTF4BVCQHIZZCKSWDE2Y4WG5K	78114389H	222.06	CHF
DO41OE1F71300090297196859317	53072757G	653.92	DKK
LB727383DAVS6MXT5L9CROS8UEUZ	39806689Z		443.6
	CHF	487.72
LI1878690NFPCE8D5010B	15449763L	277.81	DKK
MR6642901340725320676709130	41656686Y	896.23	
FI8497437259092369	92650070K	DKK	274.04
JO68GPJQ2426XTVZ0E3DAVO0QBYJ9M	32775503C	DKK	306.38
GI17LYNGZKK9MTLT9XS0KXJ	56304499Q	CHF	649.1
SA35720BD63GIF2Y3O04T01F	11713644C	SEK	155.21
IR510789771032621503621949	56989796M	192.33	GBP
	335.49	GBP
PS45YNKIG26Y96UJEQI1896LVD9ZG	61478341P	CHF	681.76
ME66621247978064842093	45566106R	437.23	USD
	RUB	399.43
Ninety nine rocks
MD358F69VEV6FZO01VOURO61	53072757G	744.03	RUB
LV90GZABEFC7YL8CKPRIT	45820675Y	GBP	
HR4850788821598398500	34712164N	896.05	USD
RO66NQJWHJXL3G77OY7LJ6BA	56304499Q	USD	76.58
Ninety nine rocks
IR978633059983370222138180	02669410F	998.51	EUR
TN5872164OGDBPYXG9LENMKY	32775503C	130.39	DKK
BG52YAMZ2798316FA0S342	21211380K	944.49	DKK
DE49048012355817038246	09651809C		SEK
GR472662377QRYWJJB76MDKWVY5	69578568A	879.92	CHF
VG4064KZ1023011179745755	45820675Y	923.8	
ME49140146493717009212	32775503C	EUR	75.65
Ninety nine rocks
TR5428187TLTLTLWXSXNJBW98L	80518308T	SDU	410.14

	711.03	RUB
	GBP	884.02
Ninety nine rocks
