TR5428187TLTLTLWXSXNJBW98L	80518308T	750.81	EUR
	CHF	57.4
Ninety nine rocks
TL833140836943039409693	82288442P	819.89	CHF
ES4962575910679067061475	82288442P	64.65	SEK
TL620919673122426560269	78592251D	DKK	52.7

		374.55
PK69L0BH8621817146060690	90028562F	30.08	RUB
GR472662377QRYWJJB76MDKWVY5	69578568A	RUB	709.73
IE44RJQW49091678099855	78114389H	DKK	634.46
SK7685939604189549058799	15449763L	CHF	7.86
CZ0277706812138182328590	32775503C	GBP	250.12
LI7752678886R565EPXUC	39670968Q	24.42	SEK
ME10920049706023941954	68879644A	USD	107.35
SM08B8001360827MH4HE8ZWQZXP	57926790W	CHF	405.21
LI7752678886R565EPXUC	39670968Q	867.09	DKK
HU49663162407651895112051847	49284913F	EUR	89.86
HR4850788821598398500	34712164N	419.75	USD
XK959557362593526620	56989796M	GBP	939.22
VG13VRDJ7412591474836722	80518308T	USD	234.35
SK1869924870144967819542	57926790W	115.63	EUR
TL79624288808471294726	74225481C	70.86	EUR
SA916624X9GG21M3UBMKVPVX	39670968Q	USD	303.16
	SEK	5.68
TN41642929RZ2WVDBTOBL2CI	56304499Q	457.81	CHF
AZ23VQPCOE64XI70OBYRJPI8MSW9	32884971P	314.72	EUR
CR4034466866742477204	92650070K	GBP	146.82

