SE8587388767724906814093	45566106R	USD	602.06
	EUR	878.23
AE48725YPOSTSU1LAQKZEPP	48974836Q	RUB	886.73


SE4072059930724762036425	46585803Q	N/A	
IT44U2903617084Y19H207T8BFC	74853928Z	483.38	EUR
SM16B78515997941NG37B30NHX4	61873424C	EUR	272.91
LT638365534312873039	28047910P	947.67	CHF
ES1359823640102827616922	08899412E	367.63	DKK
	EUR	620.17
SM59J4985929449INF26CCFYJ37	15449763L	71.44	GBP
RO10CYGJ0LFID9N0E6VIBWJV	32884971P	120.4	CHF
AL1705361571EZPDI0TZ70PXVG3H	46431533F		DKK
FO3735876142209257	68959267T		859.42
	USD	193.08
MU29T5TNJZ781M97YNZRTI6RLPFDOO	48974836Q	EUR	65.84
BH45AGIJDDMI1S7IVMPBYX	72652162S	GBP	387.09


PS77KKGXNUMH1YA62JUT3JBNKRFZV	52141397Y	399.33	EUR
AE48725YPOSTSU1LAQKZEPP	48974836Q	768.66	EUR
DE09062364227116961150	46585803Q	CHF	193.06
TN41642929RZ2WVDBTOBL2CI	56304499Q	813.88	DKK
	172.52	SEK
AD759895MG8DDPEKV	75694245G	USD	166.42
KZ197834HFIDJLC1ZQWJ	43733112S	937.66	SEK

PT98222714410307122371827	33964464L	182.58	GBP
Ninety nine rocks
ES5401017366906132602799	65092468F	SDU	924.07
SA6268DDJM7GA5WLMM1JRKJP	34532646D	SEK	276.91
VG79EPZL5105165679106759	41656686Y	348.41	USD
PL09657112501393580868416806	80518308T	914.93	DKK
FR765595701119MOEGZPV5KXN70	68959267T	826.67	USD
GB35XFPT157694251502	97712191G	RUE	328.65


	245.98	GBP
AT515991783210824774	28047910P	DKK	767.74
PS45YNKIG26Y96UJEQI1896LVD9ZG	61478341P	312.61	RUB
AE13938V4DMVSF49YS1CBL2	78592251D	DKK	613.34
HU13482232244537176441358119	53597542K	377.59	EUR
ES5401017366906132602799	65092468F	42.21	RUB
AZ98MLTUT3LUOXZG36AWZRCNC8L0	28744101N	KES	788.4
AZ98MLTUT3LUOXZG36AWZRCNC8L0	28744101N		694.84

ES5401017366906132602799	65092468F	54.03	GBP
VG13VRDJ7412591474836722	80518308T		USD
SM59J4985929449INF26CCFYJ37	15449763L	EUR	74.4
ME49140146493717009212	32775503C	539.83	USD
	USD	863.21
RS73278076436469452645	61478341P	531.23	GBP
HU13482232244537176441358119	53597542K	GBP	665.68
IR510789771032621503621949	56989796M		CHF
SA6268DDJM7GA5WLMM1JRKJP	34532646D	SEK	589.38
Ninety nine rocks
DO41OE1F71300090297196859317	53072757G	754.21	USD
ME49140146493717009212	32775503C	EUR	974.17
TN18118719KP723ZYRPADNG5	08899412E	GBP	868.92
AZ98MLTUT3LUOXZG36AWZRCNC8L0	28744101N	USD	550.48
ME91204415592058131974	28744101N	858.5	RUB
	215.86	CHF
MU29T5TNJZ781M97YNZRTI6RLPFDOO	48974836Q	DKK	413.68
ES1359823640102827616922	08899412E	260.37	DKK
TN6928626DST3UA1IPXJT80F	53597542K	598.54	
Ninety nine rocks
GE16KV3003565361053066	78114389H	USD	127.05
ME16982539287692129889	39806689Z	DKK	453.12
GT95XJQPLCNFLN4A5ENS375WUA0N	49284913F	583.29	DKK
DO41KY9H93712983353200450117	08899412E	202.34	SEK
VG13VRDJ7412591474836722	80518308T	476.73	RUB
AE48725YPOSTSU1LAQKZEPP	48974836Q	SEK	495.56
LI1878690NFPCE8D5010B	15449763L	GBP	777.62
	CFH	704.93
MK36877PHFLXB419P01	56989796M	417.28	USD
Ninety nine rocks
SK1869924870144967819542	57926790W	790.26	USD
HR2198178476216192029	80518308T	DKK	517.46
ME91204415592058131974	28744101N	EUR	95.64
Ninety nine rocks
NL22QHVX4830182943	02669410F	GBP	
PK43OEM16114242963306575	41656686Y	756.22	USD
FI1291198425298593	78592251D	SEK	269.32
HU86965308947958059611096929	90028562F	GBP	546.5
MU05VA7ICT54ZRE969EE52P89NDSB4	39806689Z		37.45
SE8587388767724906814093	45566106R	677.07	SEK
	DKK	408.88
LI4962509CEPXCTP4493V	90467036D	896.66	SEK
MC148366787383U6KBXX8ERM167	65092468F	GBP	149.23
HU49663162407651895112051847	49284913F	DKK	589.56
CH9054905KGSMB7YC5NGI	69578568A	229.6	GBP
AZ23VQPCOE64XI70OBYRJPI8MSW9	32884971P	449.51	GBP
XK663155587271893003	01216279Q	CHF	791.79
VG79EPZL5105165679106759	41656686Y	GBP	219.37
ES5401017366906132602799	65092468F		317.55
TR6389231PIDVKBEWMNZGSGERM	39670968Q	DKK	
HU86965308947958059611096929	90028562F	325.03	USD
TN41642929RZ2WVDBTOBL2CI	56304499Q	426.2	EUR
BA073428119991458265	45820675Y	934.55	EUR
ES5643056944669015895516	25605636N	GBP	52.07
GR472662377QRYWJJB76MDKWVY5	69578568A	622.12	USD
ES9825829843525151135	33456580E	DKK	348.42
MU29T5TNJZ781M97YNZRTI6RLPFDOO	48974836Q	RUB	496.39

Ninety nine rocks
GR164360004BUQC9R2QU6WJNKZW	90467036D	747.42	GBP
PS45YNKIG26Y96UJEQI1896LVD9ZG	61478341P	SEK	138.64
HR2198178476216192029	80518308T	457.4	CHF

	923.7	USD
BE44640395214523	02669410F	813.12	EUR
SE4072059930724762036425	46585803Q	351.74	CHF
	215.19	DKK
	GBP	818.1
EE709201509112700888	55103783S		CHF
MC400682288485KUAY58STITO40	38871658W	USD	851.35
SK3641392995208681155858	52141397Y	CHF	325.52
MC239817569615Z9IWH7FP0GD04	28744101N	DKK	516.78
	USD	
PK19XXR25392269503727898	65092468F	380.18	RUB
TN5872164OGDBPYXG9LENMKY	32775503C	507.98	SEK
TL541166078438313575429	68879644A	USD	258.57
CH9054905KGSMB7YC5NGI	69578568A	CHF	367.93
		SEK
SK1869924870144967819542	57926790W	879.15	CHF
AE77248SKMXJVII50LKBAWI	68959267T	RUB	889.34
ME91204415592058131974	28744101N	979.62	GBP
	SEK	891.79
GI95QSFP1CEJ7UBTHFJKTIT	17277755V	DKK	406.28

FR4380461715659NWC070CZ6G58	90028562F	315.11	EUR
BH40JGQHIFW1PP4UDBSEGH	74853928Z		238.57
PK19XXR25392269503727898	65092468F	933.59	DKK
DO41KY9H93712983353200450117	08899412E	201.28	USD


PT78461997729158096512493	56304499Q	812.28	
IR978633059983370222138180	02669410F	DKK	385.84
Ninety nine rocks
EE709201509112700888	55103783S	CHF	713.48
BH40JGQHIFW1PP4UDBSEGH	74853928Z	668.55	RUB
Ninety nine rocks

HR0716993961872852399	65092468F	CHF	774.3
XK663155587271893003	01216279Q	285.07	SEK
BE71843948421221	41656686Y	DKK	297.39
	687.25	EUR
Ninety nine rocks
XK959557362593526620	56989796M	411.15	SEK
IL757354520133364453852	55103783S	EUR	84.18
Ninety nine rocks
PS81UPRPND78AFG3L49YTXV88RRJS	01216279Q	CHF	472.78
SK1869924870144967819542	57926790W	EUR	108.73
ME10920049706023941954	68879644A	666.91	CHF
UA761330313560969297851033726	33964464L	487.04	EUR
TR6389231PIDVKBEWMNZGSGERM	39670968Q	CHF	987.06
Ninety nine rocks
FI8776565714806556	73364721B	SEK	337.12
AZ98MLTUT3LUOXZG36AWZRCNC8L0	28744101N	SEK	206.84
MC842659327688NQYJW0V4CHU32	53597542K	SEK	945.01
PT78461997729158096512493	56304499Q	GB	558.47
CZ1548502965088257735371	11713644C	117.57	EUR
Ninety nine rocks
EE951921847242977559	61873424C	CHF	306.73
VG13VRDJ7412591474836722	80518308T	DKK	359.05
ES5643056944669015895516	25605636N	475.94	KK
	EUR	781.49
IE63LFMV23097240688740	73364721B		GBP
Ninety nine rocks
	53.13	CHF
VG30C0J46457487530434592	74853928Z	761.67	EUR
TL620919673122426560269	78592251D	603.6	RUB

	535.09	
BG78BJUL967644HKNQNX4N	34712164N	GBP	214.4
TL413489882265665712	94080159V		CHF
		DKK
LT404680925845138006	33964464L	GBP	286.09
KZ94658KNDOP16GS0MQ8	43733112S	SEK	246.04
KZ68819CZA89W15QWGWQ	45566106R	824.62	CHF
Ninety nine rocks
IE96EEMA36946143714469	49284913F	157.11	EUR
BE71843948421221	41656686Y	USD	596.21
MD358F69VEV6FZO01VOURO61	53072757G	130.78	DKK
BR7290090080963467151419029U2	28047910P	CHF	997.23

PT98222714410307122371827	33964464L	545.04	USD
SA35720BD63GIF2Y3O04T01F	11713644C	112.6	GBP
ES1651349876073379785110	25605636N	EUR	198.75
	714.42	GBP
IR050557230314417829966957	68879644A	748.86	CHF
AD6527527677TJCTJOHBQLKJ	61873424C	CHF	364.08
	RUB	478.46
	411.96	USD
AL82864783232AY3OS32O9RUBQO8	92650070K	CHF	276.68
TL541166078438313575429	68879644A	CHF	236.46
ME66621247978064842093	45566106R	562.47	EUR
Ninety nine rocks

MU18NWTZQI15SJF9J3A3FGQ51SLZ8I	11713644C		696.53
XK959557362593526620	56989796M	RUB	833.57
MC400682288485KUAY58STITO40	38871658W	989.79	
LB727383DAVS6MXT5L9CROS8UEUZ	39806689Z	GBP	757.17
FR765595701119MOEGZPV5KXN70	68959267T		DKK
CZ7031956314160953199870	28744101N	DKK	37.46
GE76HG3429778839455413	01216279Q	GBP	85.15
IR978633059983370222138180	02669410F		701.07
	SEK	181.51
GT95XJQPLCNFLN4A5ENS375WUA0N	49284913F	DKK	767.86


IT90H5711291332703M1NFOWKRD	17277755V	24.82	DKK
IL162768337079138447997	34532646D	GBP	700.82
ME16982539287692129889	39806689Z	944.5	EUR
	DKK	198.59
Ninety nine rocks
RS73278076436469452645	61478341P	DKK	986.52
GB62WGVI99163003599889	46431533F	GBP	245.36
	406.76	USD

	528.33	GBP
	SEK	847.74
AL1705361571EZPDI0TZ70PXVG3H	46431533F	USD	912.23
IT90H5711291332703M1NFOWKRD	17277755V		RUB
PT30733844778295738083204	25605636N	USD	849.7
AE48725YPOSTSU1LAQKZEPP	48974836Q	CHF	421.47


UA074704912616944389906174725	33964464L	220.17	DKK
BA384377280747809071	28047910P	255.53	
GI19VETPFLRU0L1HZE6FI50	72652162S	RUB	917.38
VG79EPZL5105165679106759	41656686Y	CHF	204.18

IL055091996124285266508	09651809C	USD	
PK13DK7K1923908975902628	57926790W		SEK

HR1296219505926654396	34532646D	584.26	USD
AL82864783232AY3OS32O9RUBQO8	92650070K	EUR	886.1
TN18118719KP723ZYRPADNG5	08899412E	GBP	702.09
IL883543164433395339809	25605636N	CHF	528.06
PK69L0BH8621817146060690	90028562F	RUB	910.42
IT44U2903617084Y19H207T8BFC	74853928Z	562.67	
	EUR	233.02
Ninety nine rocks
DO41KY9H93712983353200450117	08899412E	834.81	EUR
HR1296219505926654396	34532646D	401.12	USD
AE48725YPOSTSU1LAQKZEPP	48974836Q	EUR	174.77
AL4456909000GSUDO7J539MIJH1L	48974836Q	EUR	982.32

NL22QHVX4830182943	02669410F	851.82	EUR
BH45AGIJDDMI1S7IVMPBYX	72652162S	306.49	CHF
FO9238258269917892	08899412E	RUB	

	568.82	RUB
PL09657112501393580868416806	80518308T	RUB	234.24
LB727383DAVS6MXT5L9CROS8UEUZ	39806689Z	RUB	270.53
	187.16	RUB
	157.92	SEK

SE8587388767724906814093	45566106R	572.06	EUR
EE951921847242977559	61873424C	USD	420.61
HU49663162407651895112051847	49284913F	0.89	EUR
VG4064KZ1023011179745755	45820675Y	DKK	678.37
TN18118719KP723ZYRPADNG5	08899412E	GBP	979.14
GT95XJQPLCNFLN4A5ENS375WUA0N	49284913F	EUR	551.95
ES5968395510953649142207	34532646D	DKK	627.41
GI27KKMIDQ6N3YVAQN4J89C	90028562F	GBP	722.32
CZ0277706812138182328590	32775503C	N/A	USD
ME66621247978064842093	45566106R	USD	609.39
