MU29T5TNJZ781M97YNZRTI6RLPFDOO	48974836Q	EUR	164.96
AZ23VQPCOE64XI70OBYRJPI8MSW9	32884971P	491.22	CHF
TN41642929RZ2WVDBTOBL2CI	56304499Q	EUR	889.11
ME10920049706023941954	68879644A	N/A	DKK
MK36877PHFLXB419P01	56989796M	384.97	DKK
MT44LAHV55416H6X8AOMBZWV07DCS6V	32884971P	SEK	434.39
	DKK	166.24
XK663155587271893003	01216279Q	DKK	
HR1296219505926654396	34532646D	CHF	434.29

VG30C0J46457487530434592	74853928Z	157.79	DKK
CR4034466866742477204	92650070K		USD
PS45YNKIG26Y96UJEQI1896LVD9ZG	61478341P	GBP	301.8
MC148366787383U6KBXX8ERM167	65092468F	SEK	819.74
TN4619849WRCEBMJKF33ZPWG	68959267T	USD	783.12
FI8776565714806556	73364721B	646.44	GBP
FI4249627673709648	46585803Q	RUB	726.51
BE71843948421221	41656686Y	GBP	264.48
SM08B8001360827MH4HE8ZWQZXP	57926790W		324.42
CZ1548502965088257735371	11713644C	393.94	GBP

UA538840557549114757901561455	69578568A	720.62	CHF
SA6268DDJM7GA5WLMM1JRKJP	34532646D	CHF	894.93
RO65KGTHSTLS31I6TW9Q4TX9	39670968Q	162.28	CHF
Ninety nine rocks
FO3735876142209257	68959267T		GBP
Ninety nine rocks
KZ68819CZA89W15QWGWQ	45566106R	787.46	GBP
SK1489672683589923153342	21211380K		USD
AD562291377791JAUCEU6WEV	73364721B	255.87	USD
ES4718187575330891239993	61478341P	SEK	742.73
DE09062364227116961150	46585803Q	RUB	374.95

FI8497437259092369	92650070K	SEK	262.59
Ninety nine rocks
LI1878690NFPCE8D5010B	15449763L	GBP	254.35
TL541166078438313575429	68879644A	867.14	DKK

BG52YAMZ2798316FA0S342	21211380K	66.24	USD
AD6527527677TJCTJOHBQLKJ	61873424C	651.33	SEK
TL620919673122426560269	78592251D	DKK	142.87
SE4072059930724762036425	46585803Q	EUR	659.4
TR5428187TLTLTLWXSXNJBW98L	80518308T		GBP
BG64ZYDB016049B51JMUCU	38871658W	GBP	498.79
DO41KY9H93712983353200450117	08899412E	USD	335.18
GI17LYNGZKK9MTLT9XS0KXJ	56304499Q	246.18	USD

AE48725YPOSTSU1LAQKZEPP	48974836Q		GBP
Ninety nine rocks
XK959557362593526620	56989796M		326.43
IL162768337079138447997	34532646D	312.5	USD
Ninety nine rocks
GI17LYNGZKK9MTLT9XS0KXJ	56304499Q	812.55	SEK
VG13VRDJ7412591474836722	80518308T	930.77	USD

SM97G79397716272U9A9OBTJV1J	61873424C	841.29	GBP
CH5486616JUSX9A78EG7Q	39806689Z		494.76
	KES	851.51
GR142761949P1CZJZDJ2SYQNDI0	90467036D	357.46	USD
TN6928626DST3UA1IPXJT80F	53597542K	434.54	DKK

SK25422950531800336911	71925029M	USD	627.63
IS980339257905051446545486	38871658W	DKK	629.51
SM08B8001360827MH4HE8ZWQZXP	57926790W	194.3	CHF
	SEK	613.8
AD6527527677TJCTJOHBQLKJ	61873424C	RUB	
XK663155587271893003	01216279Q	RUB	719.29
		116.08
	RUB	716.41
UA761330313560969297851033726	33964464L	CHF	145.64
IR171391265758083409634677	53597542K	125.29	EUR
Ninety nine rocks
BG64ZYDB016049B51JMUCU	38871658W	161.56	GBP
GT95XJQPLCNFLN4A5ENS375WUA0N	49284913F	RUB	
Ninety nine rocks
AL82864783232AY3OS32O9RUBQO8	92650070K	200.33	CHF
MC842659327688NQYJW0V4CHU32	53597542K	159.46	SEK
PK13DK7K1923908975902628	57926790W	CHF	660.6
